sp_name,length,url,field_name,area_name,executor_name,overload_name,sp_city_name,active,coordinates,hzz
Financijski menadžment,2,www.efos.unios.hr/studij-financijski-menadzment/diplomski-studij/opce-informacije/,Ekonomija,Društvene znanosti,Ekonomski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.684096,45.55727299999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Fitomedicina,2,www.agr.unizg.hr/hr/ects/fitomedicina/18/11,Poljoprivreda (agronomija),Biotehničke znanosti,Agronomski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.029817,45.8282075","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
"Fizika i geofizika; smjerovi: Seizmologija i fizika čvrste Zemlje, Meteorologija i fizička oceanografija",2,www.pmf.hr,Geofizika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9698015,45.81057029999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Fizika i informatika; smjer: nastavnički,2,www.fizika.unios.hr/cms/fizos/hr/upisi/visegodine/2014.html,Fizika,Prirodne znanosti,Odjel za fiziku Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.684096,45.55727299999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Fizika i informatika; smjer: nastavnički,2,www.phy.uniri.hr/hr/nastava/diplomski-studiji/17-hr/nastava/diplomski-studiji/59-diplomski-studij-fizika-i-informatika.html,Fizika,Prirodne znanosti,Odjel za fiziku Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Fizika i informatika; smjer: nastavnički,2,www.pmfst.hr/index.php?option=com_2j_tabs&Itemid=336,Fizika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Fizika i matematika; smjer: nastavnički,2,www.phy.uniri.hr/hr/nastava/diplomski-studiji/17-hr/nastava/diplomski-studiji/60-diplomski-studij-fizika-i-matematika.html,Fizika,Prirodne znanosti,Odjel za fiziku Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Fizika i tehnika; smjer: nastavnički,2,fizika.pmfst.hr/fizika/organiz.php,Fizika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,0,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Fizioterapija,2,www.medri.uniri.hr/studiji/fizioterapija-diplomski/o%20studiju.htm,Javno zdravstvo i zdravstvena zaštita,Biomedicina i zdravstvo,Fakultet zdravstvenih studija Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
"Flauta; smjerovi: Izvođački, Pedagoško-izvođački",1,www.muza.unizg.hr/index.php?option=com_content&view=article&id=126&Itemid=244,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Forenzika,2,forenzika.unist.hr/,Kognitivna znanost,Interdisciplinarna područja znanosti,Sveučilišni odjel za forenzične znanosti Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.468321,43.511308","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
